Mod:Item:MetaData, Localized Name
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Gray Wool
appliedenergistics2:facade:0, Cable Facade - Light Gray Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Block of Gold
appliedenergistics2:facade:0, Cable Facade - Block of Iron
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - Bookshelf
appliedenergistics2:facade:0, Cable Facade - Moss Stone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Block of Diamond
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Block of Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Redstone
appliedenergistics2:facade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Block of Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:facade:0, Cable Facade - White Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Orange Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Magenta Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Light Blue Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Yellow Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Lime Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Pink Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Gray Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Light Gray Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Cyan Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Purple Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Blue Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Brown Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Green Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Red Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Black Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Acacia Wood
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:facade:0, Cable Facade - Slime Block
appliedenergistics2:facade:0, Cable Facade - Prismarine
appliedenergistics2:facade:0, Cable Facade - Prismarine Bricks
appliedenergistics2:facade:0, Cable Facade - Dark Prismarine
appliedenergistics2:facade:0, Cable Facade - Hay Bale
appliedenergistics2:facade:0, Cable Facade - Hardened Clay
appliedenergistics2:facade:0, Cable Facade - Block of Coal
appliedenergistics2:facade:0, Cable Facade - Packed Ice
appliedenergistics2:facade:0, Cable Facade - Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiseled Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:facade:0, Cable Facade - Purpur Block
appliedenergistics2:facade:0, Cable Facade - Purpur Pillar
appliedenergistics2:facade:0, Cable Facade - End Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Nether Wart Block
appliedenergistics2:facade:0, Cable Facade - Red Nether Brick
appliedenergistics2:facade:0, Cable Facade - Bone Block
appliedenergistics2:facade:0, Cable Facade - Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Anglesite Ore
appliedenergistics2:facade:0, Cable Facade - Benitoite Ore
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Portal Frame
appliedenergistics2:facade:0, Cable Facade - Sticky Ore
appliedenergistics2:facade:0, Cable Facade - Compressed Crafting Table
appliedenergistics2:facade:0, Cable Facade - Double Compressed Crafting Table
appliedenergistics2:facade:0, Cable Facade - Neutronium Block
appliedenergistics2:facade:0, Cable Facade - Infinity Block
appliedenergistics2:facade:0, Cable Facade - Crystal Matrix
appliedenergistics2:facade:0, Cable Facade - Livingrock
appliedenergistics2:facade:0, Cable Facade - Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Mossy Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Cracked Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Livingrock Brick
appliedenergistics2:facade:0, Cable Facade - Livingwood
appliedenergistics2:facade:0, Cable Facade - Livingwood Planks
appliedenergistics2:facade:0, Cable Facade - Mossy Livingwood Planks
appliedenergistics2:facade:0, Cable Facade - Framed Livingwood
appliedenergistics2:facade:0, Cable Facade - Pattern Framed Livingwood
appliedenergistics2:facade:0, Cable Facade - Glimmering Livingwood
appliedenergistics2:facade:0, Cable Facade - Force Relay
appliedenergistics2:facade:0, Cable Facade - Alchemy Catalyst
appliedenergistics2:facade:0, Cable Facade - Block of Manasteel
appliedenergistics2:facade:0, Cable Facade - Block of Terrasteel
appliedenergistics2:facade:0, Cable Facade - Block of Elementium
appliedenergistics2:facade:0, Cable Facade - Block of Mana Diamond
appliedenergistics2:facade:0, Cable Facade - Block of Dragonstone
appliedenergistics2:facade:0, Cable Facade - Dreamwood
appliedenergistics2:facade:0, Cable Facade - Dreamwood Planks
appliedenergistics2:facade:0, Cable Facade - Mossy Dreamwood Planks
appliedenergistics2:facade:0, Cable Facade - Framed Dreamwood
appliedenergistics2:facade:0, Cable Facade - Pattern Framed Dreamwood
appliedenergistics2:facade:0, Cable Facade - Glimmering Dreamwood
appliedenergistics2:facade:0, Cable Facade - Conjuration Catalyst
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Azulejo
appliedenergistics2:facade:0, Cable Facade - Enchanted Soil
appliedenergistics2:facade:0, Cable Facade - Blaze Lamp
appliedenergistics2:facade:0, Cable Facade - Fel Pumpkin
appliedenergistics2:facade:0, Cable Facade - Manastorm Charge
appliedenergistics2:facade:0, Cable Facade - Shimmerrock
appliedenergistics2:facade:0, Cable Facade - Shimmerwood Planks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Stone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Cobblestone
appliedenergistics2:facade:0, Cable Facade - Metamorphic Forest Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Plains Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mountain Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Fungal Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Swamp Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Desert Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Taiga Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Metamorphic Mesa Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Forest Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Plains Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Mountain Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Fungal Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Swamp Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Desert Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Taiga Stone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Metamorphic Mesa Stone Brick
appliedenergistics2:facade:0, Cable Facade - White Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Black Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Blue Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Red Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Yellow Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Green Portuguese Pavement
appliedenergistics2:facade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Mana Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Mana Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Mana Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Blaze Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Blaze Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Blaze Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Lavender Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Lavender Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Lavender Quartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Redquartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Redquartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Redquartz Block
appliedenergistics2:facade:0, Cable Facade - Block of Elven Quartz
appliedenergistics2:facade:0, Cable Facade - Chiseled Elven Quartz Block
appliedenergistics2:facade:0, Cable Facade - Pillar Elven Quartz Block
